Scott Sunderland
Peter Ackoyd
Tom Beringer
Jurgen Andersen
Misa Shimuzu
Takeo Makahara
Audrey Tatou
Peter Eyre
Warren Sayre
Toby Stevens
Imogen Stubbs
Edan Gross
Sam Behrens
Tina Chen
John Philip Law
Ann Knight
Alan Danziger
Paul A. Partain
William Vail
Dominique Dunne
Hunter Carson
Craig Chester
Daniel Schlachet
Clark Howard
Julie Webb
Ken Tobey
Karen Sillas
McGillis
Tom Skerrit
Carrie Leigh
Venice Kong
Peggy Sands
GeorgeDzunda
Vic Schroeder
Vanesa Bell Calloway
Trey Parker
Dian Bachar
Robin Lynne Raab
Michael Dean Jacobs
Laurie Walters
Elliot Street
Victoria Thompson
Patricia Rohmer
Brian Murray
Eddie Vedder
Gale Limansky
Sally Ann Roberts
Rubin Blades
Angus MacFadyen
Jon Turturro
Lu Man San
Tran Nu YenKhe
Nguyen Anh Hoa
Tran Ngoc Trung
Truong Thi Loc
Vuong Hoa Hoi
Le van Toc
Ray Wistone
Freddie Cunliffe
Claire Bllom
Glen Byam Shaw
Phyllis NeilsonTerry
Goerge Devine
Paul Danwuah
Tom Courtney
James Bolam
Joe Robinson
Edit Evans
George Devine
George A. Cooper
Ayllene Gibbons
Anajanette Comer
Tab Huanter
Judy Parfitt
Robe Lowe
Paul McCrane
Joe Orton
Andrea Ferreo
Richard E.\ Grant
Lin Ching Hsai
Sally Yeh
Cherie Chung
Justin Cooper
Phillip Seymor Hoffman
Todd Solondz
Heather Matarezza
Brendan Sexton
Eric Mabiuas
Matthew Faber
Rufus Read
Camryn Mannheim
Tiana Thi Tranh Nga
Hebert Knapp
Charles Kempner
percy Kilbride
Oscar Homolko
June Clayworth
Lotte Stein
Lily StCyr
Leon Askin
Ian MacDonald
Donald randolph
Larry Blake
Emin Sivas
Rutkay Aziz
UlrichThomsen
Brithe Neumann
Nick Scotti
Anthony Barrile
Michael Gunther
Norma varden
William Collier~sr
Robert Warrick
Barabara Allen
Vivtor Mature
Harold Peary
Mary Cortes
Ralph Edwards
Marcy McGuire
Marcie McGuire
Joe Brown
Orlando Martins
Eunice Gayson
Peter Burton
Michel Mok
Yvonne Shima
Marguarite Lewr
Reginald Carter
John Cronin
Natja Brunkhorst
Maia Danziger
Francesco diGennaro
Stanislaus Ciarli
Dean Staunton
Michell Pfeiffer
Tabea Blumenschein
Lutze Hagen
Nina Hagen
Veruschka
Magdalena Montezuma
Poul Reumert
Einar Zangeberg
Christel Holck
Ellen Kornbeck
Petronella Barker
Bjorn Sundquist
Jorge Sanz
Bolek Polivka
Miroslav Donutil
Dagmar Veskrnova
Sarka Vojtkova
Jozef Kroner
Robert Fleming
Eve Brent Ashe
Gwenne Gilford
Berta Gersten
Robert F. Simon
Teddy Wison
Ziggy Elman
Rinaldo Smordoni
Lamberto Maggiorani
Enzo Staiola
Francesco Golissano
Emma Gramatica
Carlo Battisti
Maria Pia Casilio
Lina Gennari
Eleanora Brown
Fabrio Tesel
Percy Marmount
William Orlamond
Josephine Orwell
Kalla Pasha
Lon Poff
Constantine Romanoff
Chic Sale
Lee tracy
Ivan Lebedeff
C.Auibrey Smith
Terry
Gus Wayne
Charley Becker
Meinhardt Raabe
Jane Darnell
Sidney Howard
Georgr Zucco
sa s
Ela GrubeDeister
Rolf Zacker
Miriel Baumeister
Ben Becher
Richard Wodsworth
David King Wood
Lohn Longden
Bryna Forbes
William Franklin
Vera Day
Tom Gill
John Barron
Ian Henry
Janina Fay
John Harron
Abishek Kapoor
Twinkle Khanna
Louis Sorin
Charles French
Lydia Knott
Mary Bryan
Olga Baclanove
Martyn Greene
John Barclay
Sydney Granville
AnnaBella Sciorra
Miki Manjolovic
Vibeke Lokkeberg
Eddie `Rochester' Anderson
John W. Bubett
John W. Sublett
Ford L. Washington
Joan Carroll
Lucile leason
Bunin's Puppets
Fannie Bryce
James Melton
Marion Bell
Christopher Kent
Rusty Tamblin
Georges Guetary
Nanette Fabrey
India Adams
Niall mcGinnis
Peter Meyers
Diane Clare
Charles Bateman
Anna Capri
Alvy moore
Geri Reischl
Morgan Woodard
John Doucette
John McIntyre
Huntz hall
Johnny Duran
Billy Attmore
Greg Evigne
Leon Singer
Kay Perry Howe
Stephen Liska
McEveety Vincent
Nicole deBoer
Nicky Guadani
Georges Corraface
Nadja Nebas
Tom Wood
Christine Dunford
Steven Finn
Devey Weber
Jacques Bodet
Ralph Hoppe
Will Hay
Dave OToole
George Barraud
Anthony Bushnell
Belle Chrystal
Joan Gardner
Jeremy Reid
Alex Alan Morris
Brandon Smith
Dennis Mogan
Leona Maricle
Raymond burr
Lilli Bech
Gunnar Bowman
John Mack brown
Lillian Ghish
Edward Earle
F. Hightower
Hatty Jones
Frances Dormond
Vera Baranovskays
Nikolai Batalov
Ferdinand Marian
Kristina S\"oderbaum
Charles Sauten
Svetlana Ryabova
Maria Golubkina
Elena Bogdanova
Alexandre Lazarev
Jack McHugh
Olga Baclanovo
Edward Woods
Harry Holman
Richard Gallagher
Lewuis Stone
Walter Conolly
G.P. Huntley~jr
Edward Bromberg
Gloria Dickson
Chief Many Tribes
Wally Cassel
Don Whitehead
John R. Reilly
William Murphy
Dorothy Coonan Wellman
robert Stack
Claire trevor
Ian Sterling
Phil harris
John Howrd
Natividad Abascal
Baron deBree
James Tolkan
Helen Ludlow
Russel Horton
Anne deSalvo
Patrick Horgan
George Hamlin
Will Holt
Ken Chapin
Erma Campbell
Janine Jackson
Bernice Dowis
Robert Berger
Susan Sonntag
Saul Bellow
Bruno Bettelheim
John Morton Blum
Maurenn OSullivan
Lee Kronenfeld
Daniel Aiello
Bruce Jay Friedman
Marin Bergman
Nora Ephrom
Key Luke
Cybill Sheppherd
Lynn Cohen
Marge Redmond
Roy Rifkin
Melanie North
Zack Braff
William Add
Aida Turturo
Woody~Allen
Hazelle Goodman
Hazel Goodman
Angela Baddeley
Athole Fleming
Ricard Murdoch
Linden Traver
Peter Murray Hill
Dick Dale
Eva Six
Dolores Wells
Brian Wilson
Sammy Davis~jr,
Rock Stevens
Little Stevie Wonder
Meredith McCrea
Val Warren
Marta Kirsten
Donna Michelle
Salli Sachse
Aaron Kincaid
Dorothy Christie
Joel McCray
Wade Boteler
Herbert Bunston
Margeret Sullavan
Charles Butterwoth
Philip Loeb
Lesli Brooks
John Philiber
Eileen Wilson
Lisa Nieme
Eric Tsang Chi Wai
Victor Wang
Lau Siu Ming
Hui Fun
Wu Ming Yu
Lee San Dee
Wong Wei
Kieu Chinh
MingNa Wen
Vu May
Rosalind Chao
Yu Fei Hong
Kobe Zunga, Stockard Channing
Harold Perrineau~jr.
Forest
Victor Argo.
Mary Ward
John Lutie
Reuben Blades
Victoria Thomas
Heather deLoach
Eileen Ryan
Ray Beck
Michael Milchan
Jennifer Lopez a
Tyler Posy
Priscilla Lopez
Chris Eigemann
Saundra McClain
Jerzy Kosinski
Dora Russell
Glenne Headley
John Caglione~jr
Doug Drexler
Charlie Korsmar
Halle Berrie
Alfons Haider
Alan Delon
Lise Danvers
Charlotte Alexandra
Florence Bellamy
Margot Stevenson
Howard Philips
Lois Mran
John Clemente
Emory Powell
Hilary Brooke
David Hess
Jeremy Rain
Fred Lincoln
James Whitworth
Susan Lanier
Robert Houston
Martin Speer
Dick Duroc
Nicholas Worth
Ronee Blakely
Heather Langenkamp
Amanda Wyss
Nick Corri
Michael Sharret
Anne Towmey
Anne Ramsey
Kirsty Swanson
L. Paul
Matt Loborteax Das
Freddie Kruger
Miko Hugher
Eddie Murphie
Josh Pais
Agnes deMille
Lillian Tucker
Guy Oliver
Claire McDowell
Roscoe Fattie Arbuckle
Mabel Norman
Anne Schaefer
Fred Huntley
Douglas MacLean
Emory Johnson
June Prentis
Jean Prentis
Mary Miles
Vince Kelly
Willi Forst
Lizzi Waldmuller
Tisha Sterling
Ron Randall
Indus Arthur
Arlene Farber
Ann Rebbot
Pat McDermott
Amidou
William L. Petersen
Debra Feuer
Samuel Jackson
Robin Matson
Adam Rourke
Grim Russo
H.B. Haggerty
Latimer
E.J. Peake
Helmut D\"oring
Walter Ladengast
Stegan Glowacz
Wendell Harris~jr
Violet KempleCooper
Thomas Waites
Roger Hill
Marcelino Sanchez
Lewis Smith
Les Lannow
Carlos Brown
Rick Morena
William D
Richard Lawson
Rick Rossridge
Tico Welt
Paul Schulze
Edward Clements
Chris Eigeman
William Russell
Eileen Colgen
Seamus Ford
Frances Cuka
Jenny Bos
Barry Manilow
Padraig Casey
Walter James
Gordon Griffith
Carlo Schipa
Spec ODonnell
Maxie 'Slapsie' Rosenbloom
Christine White
Jean Arless
Alan Bunce
Hope Summers
Christopher Geoge
Greta Baldwin
Brenda Flicker
Ruediger Vogler
Hanns Zischler
Gerald Blain
Nicholas Ray
Solveig Dommartin
Otto Sandler
Traci Lind
Andy MacDowell
Joanna Merlin
Ry Cooder
Ibrahim Ferrer
Compay Segundo
Zbibniew Cybulski
Joanna Jedryka
Aleksander Fogiel
Slawomir Linder
Kazimierz Opalinki
Barbara Krafftoowna
Dewitt Jennings
Ralph morgan
Dorothy MacGowan
Kenzo
Agnes B. Castelbajac
Gaultier
Claude Montana
Bj\"orn Borg
Yannick Noah
John McEnroe
Ilie Nastase
Chris Evert
Jimmy Connors
Ivan Lendl
Johnny Russel
Elisha Cokk~jr.
Cobina Wright~jr.
Cobina Wright~jr
Geoffrey Toone
Terry Saunders
Carol Heiss
Edson Stroll
Lyle Latell
Robert Jordan
Charles Macaulay
Kaethe vonNagy
Henri Garat
Marilyn Miller
Bel Lyon
Hans vonTwardowski
Leo Camillo
Carlos dValdez
George Houston
Rod laRoque
Helene Whitney
Mimi Gmbell
Cecil Kellaaway
Robert Sully
Reginal Denny
Lumsden HGare
Ray Neal
Park Jong Soo
Owen Davis~jr.
Lotus Long
Maurice Cstello
Richard Purcell
Norman Willis
Cab Colloway
Oscar Polk
Klaus Wennemann
Hubertus Bengsch
John Malokvich
Dylam McDermott
Matthew McConaughy
Faten Hamana
John Mellon
Eric Pohlman
Frankie Lymon and the teenagers
William Collier~jr.
Dorothy MacKaill
Allison Skipworth
Leona Drake
Mel Blanc
Charles Killman
Meredith Salberger
Louanne
Mathew L. Perry
Alex Rebar
Myron Healy
Dennnis Price
Rogney Bewes
Brynn Thayer
Oskar Karlweiss
Olga Tchekhova
Liamu
Bogo
Mike Bradford
Karen Mallet
Harry Millard
Bob Wills
Richrad Petty
Sheri Benet
Barry Darval
John Arnold
Arlen Dean Snyder
Gene Bua
Kendra Kerr
Val Bosoglio
Cameron Hall
William Fairbanks
Dorothy Sebastian
Charles Bell
Jeanettte MacDonald
David Nivens
Claudette Cobert
Matthew Boulton
Ethel waters
Dennis Hooey
Fritzi Ridgeway
Isabell Jewell
Vincent Sherman
Bernard Punsley
Jake Litel
Alice Ehlers
Richrad ney
Oliva deHavilland
Eddie Alberts
Barry Kelley
Margaret Rawlings
Babe Ruth
Alfonso Bedaya
Shirley McLaine
Karen Balkin
Kate Lester
Susan Hubble
George DiSend
Donelly
Ann Esther
Ron Ely
Billy Green Bush
Eisha Cook~jr
Lee Powell
Chief Thundercloud
Lynne Roberts
Robert Livingstone
Jinx Falken
William Royle
Robert Kellard
Gloria Franklin
Luana Walters
Kay Aldridge
Clayton Moore
Lorna Gray
Richard Bakalyan
Corey allen
Anne Whitfield
Ulf Brunneberg
Essy Person
Sven-Bentil Taube
Miguel Bos\'e
Enrique Guitart
Marta Flores
Gianfranco Giachetti
Rosanna Podesta
William Lancaster
Mario Ferrari
Sara Moniel
Antonio Vilar
Liselotte
Aron Eckhard
Malloy
Jenny Ingo
Gustaf Grundgens
Paul Gunther
Simone Genevois
Mr.~Kent
Pat Tallman
Daniel Harris
Jaraj
Narfis
Imperio Argentina
Nargis
Talia Balsam
Stanislav Yaskevich
Sergie Mezhinsky
Nicolai Chersakov
Tabbu
Benicias Oliveira
Ana Esmeralda
Ibrahim Hamouda
Lela Mourad
Lisa Croisette
Harry s.
Paul Dahlke
Ludwig Haas
Angela Salloker
Jiang Weng
Ge You
Andre Toffel
Crysstyn Dante
Emile LeVisetti
Halil Ergun
Necmettin {\c}Cobanoglu
Serf Sezer
JeanYves Thual
Kikko Matsuoka
Isao Kimora
Li BaoTian
Li Wei
He Cafei
Cao Cuifen
Jin Shuyuan
Ma Jingwu
Ding Weimin
Cui Zhihgang
N. Ben
Guo Tao
J. Wu
Takeshi Kaga
Mitsunori Isaki
Hiromi Iwasaki
Chisu Ryu
Setsuko Hara
Chika Awashima
Tracy Lords
Brian Bloom
Maria Diaz
Itzak Perlman
Carrie Otis
JeanMarie Amato
Mireille Darc
Philippe LeroyBeaulieu
Julien Ciamaca
Chocho Miyako
Chieko Baishu
Rumi Sakakibara
Junko Ikeuchi
Keiko Takeshita
Kimiko Goto
Chieko Baisho
Toshiyuki Takaba
Si Han
Hu Jun
Pu Cun Yin
Nina mae McKinney
Donald Gray
Roert Preston
Apul deLondres
Kristy McNichols
Screaming Bob Hawkins
Mario Caserini
Maria Gasperini
Sir Godrey Teale
Mary Malone
George A. Lessey
Julia M. Taylor
Gustav Serena
Harry Hilliard
Beverly Bane
Ann Revere
William Halop
Ann Tdd
Jerome Cown
Rory Caloun
Marin Marshall
Allan Hale~jr.
Jack Parr
Frank fay
Zsa Zs Gabor
Richard Allan
Phil Silver

 John Litgow
J.Robert Oppemheimer
Gene Polar
Karla Schramm
P.Dempsy Tabler
Kamuela C. Searle
Louise Lorraine
James Pierce
Dorothy Dunbar
Frank Merrill
Natalie Kingston
Lillian Worth
Al Ferguson
Evelyn Kunneke
Toni Romano
Ken Abraham
Ginger Lynn Allen
Karen Russell
Scott Layne
Melissa Moore
Bessie Smith
James P. Johnson
Fletcher Henderson
Daniel Celin
Tom Lea
Valerie Bertinelli
Mark Wenzel
Jensen Collier
Lissa Laying
Devon Ericson
Ian Anderson
Robert Lee Campbell
Dee Croxton
Ron Hayes
Virginia Kisen
John C. Becker
Laurie Prance
John Rayner
Brian Reddy
Maryedith Burrell
Terry Hines
Poway Emarald Brigade Marching Band
Joyce Little
Lauren Unger
Candiad Royalle
John L.\ Marion
Mark Hammil
Apollonia
Bionnie Ebsen
Marilyn Tvilla
Stella Pacific
Bert Carver
Marius Mayrenet
Robert Hahn~jr.
James Frawley
Frederich S. Pierce
Carl Alt
Marjorie Griffiths
Jeff Conway
James Hong
Kathy Shower
Lisa Moore
Tadao Takashima
Kumi Mizno
Don Glover
Harry Murphy
Gene Pack
Mary Elizabeth Mastroianni
Aya Takanashi
Dillon McDermott
Julian Arahanga
Taungaora Emile
Dale Miki
JeniferWardLeland
Lisa Chappell
Kiril Mills
Leornard DiCapria
Cindy Crawford
Robert Werner
John Travolto
Gary Busy
Victor Rivers
Joonie
Helen Miren
Fionulla Flannegan
Sylvster Stallone
Leon Head
Michelle Bauer
J.J. North
Theresa Lynn
Louis Sinosi
Justin Wallis
Roger Dupois
Krstin Lehman
Jackie Boeringer
John DayHill
Andy McDowell
Corbin Benson
Eric Bruskotter
Takaakki Subibasha
Mark Scott
Mitzi Capuchin
Sarah Mitchell
Ryan Phillipe
Linda Hamilrton
Joanna Kerns
Tom Matheson
Isaac Stern
Angela Jolie
